Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure_1,SensorMeasure_2,SensorMeasure_3,SensorMeasure_4,SensorMeasure_5,SensorMeasure_6,SensorMeasure_7,SensorMeasure_8,SensorMeasure_9,SensorMeasure_10,SensorMeasure_11,SensorMeasure_12,SensorMeasure_13,SensorMeasure_14,SensorMeasure_15,SensorMeasure_16,SensorMeasure_17,SensorMeasure_18,SensorMeasure_19,SensorMeasure_20,SensorMeasure_21,LR
124,-0.0026,0.0001,100.0,518.67,642.49,1586.49,1403.06,14.62,21.58,555.59,2388.02,9051.09,1.3,47.15,523.04,2388.04,8140.51,8.3905,0.03,392,2388,100.0,39.07,23.3684,0.44285714285714284
125,-0.0014,0.0002,100.0,518.67,641.55,1583.09,1397.73,14.62,21.58,554.7,2387.98,9054.05,1.3,47.06,523.09,2388.01,8141.0,8.3808,0.03,391,2388,100.0,39.1,23.4649,0.44642857142857145
126,-0.0006,0.0003,100.0,518.67,642.11,1582.06,1396.17,14.62,21.58,555.03,2388.0,9051.91,1.3,47.05,522.77,2388.03,8142.5,8.3881,0.03,393,2388,100.0,39.0,23.3846,0.45
127,-0.0016,0.0003,100.0,518.67,642.52,1579.44,1404.81,14.62,21.58,555.09,2388.05,9058.39,1.3,47.21,522.75,2388.01,8141.41,8.361,0.03,390,2388,100.0,38.96,23.4659,0.45357142857142857
128,0.0021,0.0005,100.0,518.67,642.18,1583.36,1391.75,14.62,21.58,555.13,2388.05,9058.3,1.3,47.11,523.5,2388.05,8136.67,8.3794,0.03,390,2388,100.0,39.2,23.4103,0.45714285714285713
129,0.0001,-0.0002,100.0,518.67,642.21,1587.08,1390.05,14.62,21.58,554.91,2388.03,9063.16,1.3,47.35,522.5,2387.98,8136.68,8.3758,0.03,391,2388,100.0,38.96,23.4895,0.4607142857142857
130,-0.0003,-0.0002,100.0,518.67,641.84,1587.0,1396.31,14.62,21.58,555.37,2388.04,9068.12,1.3,47.04,523.4,2388.01,8143.07,8.3951,0.03,392,2388,100.0,39.13,23.4203,0.4642857142857143
131,0.0026,-0.0001,100.0,518.67,641.62,1581.65,1394.38,14.62,21.58,555.18,2388.01,9056.93,1.3,47.26,522.88,2387.98,8135.05,8.3429,0.03,392,2388,100.0,38.94,23.4155,0.46785714285714286
132,-0.0012,0.0002,100.0,518.67,642.11,1577.28,1400.77,14.62,21.58,555.24,2388.02,9055.96,1.3,47.09,522.63,2387.98,8141.48,8.4146,0.03,392,2388,100.0,39.0,23.4629,0.4714285714285714
133,-0.0027,0.0005,100.0,518.67,642.0,1582.74,1402.46,14.62,21.58,554.87,2387.99,9055.29,1.3,47.04,523.09,2387.99,8134.2,8.3335,0.03,390,2388,100.0,38.97,23.4344,0.475
134,0.0003,0.0002,100.0,518.67,641.94,1583.72,1394.86,14.62,21.58,555.43,2388.0,9054.99,1.3,47.12,522.81,2388.03,8139.41,8.4038,0.03,392,2388,100.0,39.12,23.3998,0.4785714285714286
135,-0.0065,0.0004,100.0,518.67,642.48,1587.89,1399.25,14.62,21.58,555.31,2387.99,9059.18,1.3,47.19,522.75,2388.03,8143.92,8.3707,0.03,390,2388,100.0,39.07,23.4279,0.48214285714285715
136,0.0015,-0.0004,100.0,518.67,642.26,1577.09,1394.05,14.62,21.58,554.55,2387.99,9063.21,1.3,47.05,522.57,2388.0,8145.84,8.3663,0.03,392,2388,100.0,39.06,23.4428,0.4857142857142857
137,0.0007,-0.0,100.0,518.67,641.39,1577.36,1398.32,14.62,21.58,555.55,2388.03,9064.12,1.3,47.07,522.78,2387.94,8139.14,8.3714,0.03,389,2388,100.0,39.09,23.4155,0.48928571428571427
138,-0.0016,-0.0001,100.0,518.67,641.61,1586.34,1401.39,14.62,21.58,555.11,2388.03,9055.1,1.3,47.14,522.84,2388.03,8139.21,8.3743,0.03,392,2388,100.0,38.96,23.5409,0.4928571428571429
139,-0.0009,0.0005,100.0,518.67,642.33,1582.7,1392.27,14.62,21.58,556.39,2388.07,9060.88,1.3,47.19,523.5,2388.07,8144.79,8.3694,0.03,394,2388,100.0,39.26,23.4287,0.49642857142857144
140,0.0,-0.0001,100.0,518.67,642.0,1588.63,1402.03,14.62,21.58,554.8,2388.0,9056.92,1.3,47.15,523.23,2388.05,8138.27,8.3904,0.03,392,2388,100.0,39.12,23.3757,0.5
141,-0.0021,-0.0004,100.0,518.67,642.03,1587.42,1397.29,14.62,21.58,555.44,2388.0,9055.5,1.3,47.33,523.75,2388.07,8141.68,8.3746,0.03,391,2388,100.0,39.2,23.5557,0.5035714285714286
142,0.0028,0.0002,100.0,518.67,641.85,1587.01,1397.25,14.62,21.59,555.07,2388.02,9058.65,1.3,47.24,523.16,2388.06,8143.2,8.331,0.03,392,2388,100.0,39.1,23.4096,0.5071428571428571
143,0.0043,0.0002,100.0,518.67,641.88,1583.77,1397.75,14.62,21.59,555.57,2388.05,9059.84,1.3,47.25,522.96,2388.08,8146.1,8.3912,0.03,392,2388,100.0,39.08,23.5167,0.5107142857142857
144,-0.0022,-0.0005,100.0,518.67,641.89,1585.66,1393.52,14.62,21.58,556.31,2388.0,9053.92,1.3,47.24,523.12,2388.05,8138.5,8.3703,0.03,391,2388,100.0,38.9,23.5316,0.5142857142857142
145,0.0024,0.0,100.0,518.67,641.88,1586.99,1401.73,14.62,21.58,555.5,2388.05,9061.07,1.3,47.18,523.48,2388.03,8140.81,8.364,0.03,391,2388,100.0,39.1,23.527,0.5178571428571429
146,-0.0003,-0.0001,100.0,518.67,641.68,1574.23,1392.77,14.62,21.58,555.44,2388.05,9043.47,1.3,47.16,522.76,2388.08,8138.13,8.3629,0.03,392,2388,100.0,39.23,23.4913,0.5214285714285715
147,0.0008,0.0,100.0,518.67,641.84,1588.31,1400.8,14.62,21.58,555.44,2388.03,9054.63,1.3,47.27,523.65,2388.08,8134.07,8.3378,0.03,391,2388,100.0,39.24,23.491,0.525
148,0.0014,0.0002,100.0,518.67,641.92,1582.86,1400.02,14.62,21.59,556.22,2388.09,9067.72,1.3,47.21,524.35,2388.06,8143.66,8.3176,0.03,391,2388,100.0,39.07,23.4153,0.5285714285714286
149,0.0011,-0.0003,100.0,518.67,642.5,1586.55,1396.75,14.62,21.58,555.76,2388.02,9058.32,1.3,47.14,524.25,2388.06,8142.96,8.3513,0.03,392,2388,100.0,39.17,23.46,0.5321428571428571
150,-0.0011,0.0,100.0,518.67,642.23,1587.43,1400.96,14.62,21.58,555.34,2387.99,9058.82,1.3,46.99,523.28,2388.05,8140.03,8.3339,0.03,391,2388,100.0,39.3,23.4953,0.5357142857142857
151,0.0024,-0.0,100.0,518.67,642.02,1595.36,1401.93,14.62,21.58,555.72,2388.02,9056.39,1.3,47.23,523.63,2388.05,8136.81,8.3825,0.03,392,2388,100.0,39.29,23.4158,0.5392857142857143
152,-0.0017,0.0003,100.0,518.67,642.46,1584.51,1396.33,14.62,21.58,555.95,2388.04,9063.13,1.3,47.22,523.7,2388.03,8143.0,8.3489,0.03,391,2388,100.0,39.07,23.4492,0.5428571428571428
153,-0.0026,-0.0002,100.0,518.67,641.77,1578.9,1396.72,14.62,21.58,555.84,2388.03,9060.13,1.3,47.24,523.72,2388.02,8141.67,8.3502,0.03,393,2388,100.0,38.97,23.3896,0.5464285714285714
154,-0.0001,0.0004,100.0,518.67,642.25,1593.92,1404.44,14.62,21.58,555.84,2388.02,9057.62,1.3,47.28,523.75,2388.0,8141.05,8.381,0.03,391,2388,100.0,39.13,23.5021,0.55
155,-0.0001,0.0001,100.0,518.67,641.96,1579.81,1395.29,14.62,21.58,556.2,2387.98,9062.86,1.3,47.18,523.18,2387.99,8139.67,8.3121,0.03,392,2388,100.0,39.08,23.5281,0.5535714285714286
156,0.0007,0.0005,100.0,518.67,642.16,1587.43,1401.04,14.62,21.59,556.26,2388.05,9056.8,1.3,47.3,523.54,2388.03,8147.28,8.3687,0.03,393,2388,100.0,39.18,23.4654,0.5571428571428572
157,0.0008,-0.0,100.0,518.67,642.05,1590.87,1402.0,14.62,21.59,556.14,2388.01,9068.28,1.3,47.09,524.29,2388.01,8142.27,8.3723,0.03,392,2388,100.0,39.11,23.5425,0.5607142857142857
158,-0.003,0.0004,100.0,518.67,642.22,1579.71,1400.93,14.62,21.59,556.44,2388.07,9059.77,1.3,47.09,523.81,2388.02,8139.25,8.3463,0.03,391,2388,100.0,39.12,23.5008,0.5642857142857143
159,-0.0003,-0.0003,100.0,518.67,641.86,1580.02,1392.31,14.62,21.58,555.75,2388.04,9062.93,1.3,47.32,523.52,2388.01,8142.4,8.3463,0.03,391,2388,100.0,39.09,23.4786,0.5678571428571428
160,0.0004,0.0003,100.0,518.67,642.12,1588.78,1397.69,14.62,21.59,555.51,2388.0,9060.59,1.3,47.22,523.31,2388.06,8144.01,8.3587,0.03,390,2388,100.0,39.09,23.4093,0.5714285714285714
161,-0.0028,0.0004,100.0,518.67,642.67,1584.19,1398.19,14.62,21.58,555.76,2388.02,9064.3,1.3,47.26,523.7,2388.07,8140.04,8.3818,0.03,392,2388,100.0,38.98,23.5669,0.575
162,0.0037,0.0002,100.0,518.67,642.39,1585.46,1393.02,14.62,21.58,555.05,2387.98,9061.45,1.3,47.26,523.16,2388.01,8140.0,8.3546,0.03,392,2388,100.0,39.13,23.4029,0.5785714285714286
163,0.0001,-0.0001,100.0,518.67,641.8,1594.52,1399.46,14.62,21.59,555.7,2388.03,9063.71,1.3,47.34,523.82,2388.06,8143.76,8.3878,0.03,392,2388,100.0,39.24,23.4685,0.5821428571428572
164,0.0017,0.0002,100.0,518.67,642.34,1585.84,1400.66,14.62,21.59,556.8,2388.07,9061.38,1.3,47.14,524.38,2388.09,8146.19,8.354,0.03,394,2388,100.0,39.27,23.4883,0.5857142857142857
165,-0.0002,0.0005,100.0,518.67,641.81,1578.57,1399.3,14.62,21.58,555.48,2388.03,9058.08,1.3,47.08,523.62,2388.04,8141.6,8.3418,0.03,391,2388,100.0,39.12,23.4685,0.5892857142857143
166,0.0029,0.0003,100.0,518.67,642.7,1579.7,1398.42,14.62,21.59,556.16,2388.12,9064.2,1.3,47.31,524.55,2388.04,8140.31,8.3761,0.03,393,2388,100.0,39.14,23.4493,0.5928571428571429
167,-0.0024,-0.0003,100.0,518.67,641.59,1586.47,1403.99,14.62,21.58,554.93,2388.02,9066.58,1.3,47.28,523.3,2388.04,8142.96,8.3582,0.03,392,2388,100.0,39.2,23.4078,0.5964285714285714
168,-0.004,0.0005,100.0,518.67,641.9,1589.11,1398.41,14.62,21.58,556.55,2388.07,9064.76,1.3,47.21,524.02,2388.03,8139.17,8.3876,0.03,391,2388,100.0,39.03,23.4518,0.6
169,0.0003,0.0002,100.0,518.67,642.23,1585.33,1400.38,14.62,21.59,555.79,2388.08,9052.67,1.3,47.28,524.03,2388.1,8145.81,8.3664,0.03,390,2388,100.0,39.0,23.548,0.6035714285714285
170,-0.0018,-0.0003,100.0,518.67,642.63,1586.8,1398.95,14.62,21.59,556.25,2388.07,9064.21,1.3,47.3,523.96,2388.06,8146.6,8.3539,0.03,392,2388,100.0,39.15,23.4196,0.6071428571428571
171,-0.0012,-0.0002,100.0,518.67,642.48,1579.42,1397.38,14.62,21.58,556.33,2388.05,9059.18,1.3,47.29,524.04,2388.01,8142.07,8.3831,0.03,390,2388,100.0,39.03,23.5653,0.6107142857142858
172,-0.0015,-0.0004,100.0,518.67,641.6,1583.27,1403.36,14.62,21.58,556.44,2388.04,9070.15,1.3,47.28,524.6,2388.07,8146.4,8.3735,0.03,391,2388,100.0,39.11,23.4669,0.6142857142857143
173,-0.0027,0.0,100.0,518.67,642.61,1592.57,1402.23,14.62,21.59,556.75,2388.05,9059.88,1.3,47.26,523.99,2388.03,8150.07,8.3526,0.03,392,2388,100.0,38.99,23.502,0.6178571428571429
174,-0.0037,-0.0001,100.0,518.67,642.41,1582.74,1400.07,14.62,21.59,556.64,2388.07,9060.74,1.3,47.3,524.21,2388.02,8141.99,8.3793,0.03,392,2388,100.0,39.22,23.4296,0.6214285714285714
175,-0.0011,-0.0,100.0,518.67,642.32,1583.85,1403.98,14.62,21.58,556.05,2388.08,9066.07,1.3,47.29,524.24,2388.09,8144.2,8.3566,0.03,393,2388,100.0,39.2,23.4516,0.625
176,-0.0007,-0.0003,100.0,518.67,641.81,1591.37,1400.01,14.62,21.58,555.92,2388.04,9065.53,1.3,47.19,524.35,2388.06,8139.63,8.3434,0.03,393,2388,100.0,39.1,23.595,0.6285714285714286
177,0.0006,-0.0002,100.0,518.67,642.11,1585.2,1395.58,14.62,21.58,555.47,2388.09,9054.41,1.3,47.43,524.17,2388.04,8143.57,8.3868,0.03,390,2388,100.0,39.16,23.5515,0.6321428571428571
178,-0.0012,0.0003,100.0,518.67,642.34,1587.86,1400.1,14.62,21.59,557.31,2388.04,9052.07,1.3,47.4,523.89,2388.08,8142.95,8.3786,0.03,393,2388,100.0,39.1,23.5024,0.6357142857142857
179,0.0021,0.0001,100.0,518.67,642.47,1585.18,1393.63,14.62,21.59,556.82,2388.06,9064.91,1.3,47.26,524.82,2388.07,8151.29,8.3465,0.03,392,2388,100.0,39.24,23.387,0.6392857142857142
180,0.0029,0.0004,100.0,518.67,642.52,1589.15,1401.89,14.62,21.58,556.44,2388.0,9060.81,1.3,47.25,524.2,2388.04,8143.93,8.3527,0.03,393,2388,100.0,39.16,23.4968,0.6428571428571429
181,0.0012,0.0002,100.0,518.67,642.23,1588.82,1402.61,14.62,21.58,556.53,2388.05,9057.44,1.3,47.54,524.49,2388.06,8146.34,8.3567,0.03,391,2388,100.0,39.11,23.5229,0.6464285714285715
182,-0.0,0.0002,100.0,518.67,641.94,1585.91,1402.85,14.62,21.58,555.7,2388.07,9062.98,1.3,47.28,524.78,2388.04,8150.38,8.3384,0.03,393,2388,100.0,39.23,23.4708,0.65
183,0.0017,-0.0,100.0,518.67,641.9,1587.46,1396.69,14.62,21.59,557.15,2388.12,9069.43,1.3,47.39,524.7,2388.04,8145.95,8.376,0.03,392,2388,100.0,39.38,23.4891,0.6535714285714286
184,0.0024,-0.0005,100.0,518.67,642.49,1584.69,1402.73,14.62,21.58,556.4,2388.05,9060.01,1.3,47.24,524.03,2388.09,8138.92,8.3347,0.03,392,2388,100.0,39.17,23.3717,0.6571428571428571
185,0.0002,0.0001,100.0,518.67,642.22,1587.81,1406.4,14.62,21.58,557.27,2388.1,9061.04,1.3,47.28,524.11,2388.07,8148.87,8.3707,0.03,391,2388,100.0,39.19,23.5288,0.6607142857142857
186,0.0006,-0.0002,100.0,518.67,642.44,1583.9,1404.24,14.62,21.59,556.4,2388.11,9069.98,1.3,47.08,525.05,2388.03,8143.42,8.3515,0.03,392,2388,100.0,39.35,23.5324,0.6642857142857143
187,-0.0008,0.0002,100.0,518.67,642.54,1583.38,1403.25,14.62,21.58,557.37,2387.99,9071.42,1.3,47.39,524.83,2388.04,8140.37,8.3287,0.03,392,2388,100.0,39.17,23.5273,0.6678571428571428
188,0.003,-0.0002,100.0,518.67,642.0,1585.41,1402.88,14.62,21.58,557.54,2388.13,9063.35,1.31,47.42,524.75,2388.09,8148.85,8.3515,0.03,391,2388,100.0,39.22,23.4322,0.6714285714285714
189,0.0017,0.0003,100.0,518.67,642.22,1587.31,1400.73,14.62,21.58,556.95,2388.05,9071.2,1.3,47.22,524.8,2388.11,8145.48,8.3557,0.03,392,2388,100.0,39.22,23.5271,0.675
190,0.002,0.0002,100.0,518.67,642.66,1590.55,1398.4,14.62,21.59,557.33,2388.1,9071.49,1.3,47.5,525.29,2388.08,8152.01,8.338,0.03,391,2388,100.0,39.16,23.5252,0.6785714285714286
191,-0.0025,0.0004,100.0,518.67,641.89,1587.22,1398.88,14.62,21.58,557.78,2388.1,9067.22,1.3,47.17,524.93,2388.09,8148.22,8.3437,0.03,393,2388,100.0,39.17,23.4901,0.6821428571428572
192,-0.0036,0.0003,100.0,518.67,642.05,1583.65,1409.01,14.62,21.59,557.94,2388.12,9065.91,1.3,47.48,525.66,2388.11,8154.28,8.3499,0.03,391,2388,100.0,39.19,23.4944,0.6857142857142857
193,0.0005,0.0003,100.0,518.67,642.24,1588.93,1410.61,14.62,21.58,557.39,2388.06,9068.0,1.3,47.37,525.48,2388.03,8147.22,8.3682,0.03,394,2388,100.0,39.18,23.5021,0.6892857142857143
194,-0.0003,-0.0004,100.0,518.67,642.35,1585.98,1396.78,14.62,21.58,558.02,2388.08,9066.71,1.3,47.58,525.26,2388.08,8152.91,8.3742,0.03,392,2388,100.0,39.16,23.587,0.6928571428571428
195,-0.0001,-0.0004,100.0,518.67,642.45,1596.0,1398.19,14.62,21.59,557.87,2388.14,9076.71,1.3,47.41,525.36,2388.08,8146.37,8.3325,0.03,394,2388,100.0,39.42,23.5435,0.6964285714285714
196,0.0013,0.0002,100.0,518.67,642.52,1590.78,1397.64,14.62,21.59,558.02,2388.09,9064.78,1.3,47.48,525.2,2388.07,8147.48,8.3725,0.03,392,2388,100.0,39.41,23.4736,0.7
197,0.0023,-0.0005,100.0,518.67,643.03,1581.69,1402.83,14.62,21.58,558.27,2388.06,9067.64,1.3,47.24,525.53,2388.12,8148.53,8.3394,0.03,394,2388,100.0,39.27,23.4689,0.7035714285714286
198,-0.0,0.0003,100.0,518.67,642.45,1586.71,1404.06,14.62,21.58,557.0,2388.04,9070.83,1.3,47.29,525.29,2388.14,8145.31,8.326,0.03,390,2388,100.0,39.11,23.5351,0.7071428571428572
199,0.005,-0.0001,100.0,518.67,642.45,1592.57,1400.02,14.62,21.58,557.52,2388.1,9068.24,1.3,47.53,525.13,2388.12,8152.52,8.3784,0.03,393,2388,100.0,39.25,23.5235,0.7107142857142857
200,-0.0003,0.0003,100.0,518.67,642.56,1586.41,1405.8,14.62,21.58,557.12,2388.09,9067.47,1.3,47.18,525.64,2388.17,8150.08,8.3461,0.03,392,2388,100.0,39.12,23.4867,0.7142857142857143
201,0.0018,-0.0003,100.0,518.67,642.47,1586.85,1400.88,14.62,21.59,558.12,2388.14,9073.88,1.3,47.31,526.96,2388.11,8154.34,8.337,0.03,392,2388,100.0,39.21,23.5198,0.7178571428571429
202,0.0007,-0.0004,100.0,518.67,641.56,1592.45,1405.36,14.62,21.58,557.36,2388.06,9070.02,1.3,47.22,525.45,2388.09,8149.44,8.3383,0.03,393,2388,100.0,39.29,23.5269,0.7214285714285714
203,0.0001,0.0001,100.0,518.67,642.35,1585.94,1397.69,14.62,21.58,557.69,2388.16,9073.6,1.3,47.4,525.47,2388.13,8150.57,8.3592,0.03,393,2388,100.0,39.16,23.5477,0.725
204,-0.0002,-0.0004,100.0,518.67,642.29,1584.06,1403.26,14.62,21.58,558.36,2388.11,9073.88,1.3,47.41,525.99,2388.08,8152.5,8.3369,0.03,393,2388,100.0,39.05,23.5473,0.7285714285714285
205,0.0014,-0.0004,100.0,518.67,641.75,1587.44,1397.94,14.62,21.58,557.44,2388.14,9072.59,1.3,47.49,526.16,2388.08,8152.51,8.3286,0.03,393,2388,100.0,39.24,23.5423,0.7321428571428571
206,0.0001,0.0004,100.0,518.67,642.45,1584.09,1404.14,14.62,21.58,557.55,2388.14,9069.62,1.3,47.37,525.88,2388.1,8146.45,8.3473,0.03,394,2388,100.0,39.1,23.4855,0.7357142857142858
207,-0.0053,0.0001,100.0,518.67,642.76,1580.81,1405.49,14.62,21.59,558.6,2388.2,9067.2,1.3,47.52,526.34,2388.12,8152.44,8.3347,0.03,392,2388,100.0,39.13,23.527,0.7392857142857143
208,0.002,0.0004,100.0,518.67,642.55,1592.27,1396.48,14.62,21.58,558.44,2388.17,9069.73,1.31,47.45,526.2,2388.13,8153.15,8.3335,0.03,393,2388,100.0,39.21,23.5621,0.7428571428571429
209,0.0016,0.0003,100.0,518.67,642.37,1589.31,1405.01,14.62,21.58,557.67,2388.09,9077.11,1.31,47.3,525.95,2388.11,8148.37,8.3498,0.03,392,2388,100.0,39.12,23.4786,0.7464285714285714
210,0.0005,0.0001,100.0,518.67,642.43,1587.7,1402.96,14.62,21.58,558.43,2388.1,9067.19,1.3,47.47,526.08,2388.14,8151.69,8.3725,0.03,393,2388,100.0,39.14,23.5045,0.75
211,0.0013,-0.0003,100.0,518.67,642.0,1592.99,1397.85,14.62,21.58,558.31,2388.17,9070.16,1.3,47.49,526.12,2388.16,8149.51,8.3465,0.03,392,2388,100.0,39.21,23.4329,0.7535714285714286
212,-0.0028,-0.0004,100.0,518.67,641.98,1585.91,1408.52,14.62,21.58,558.71,2388.16,9076.98,1.31,47.42,526.35,2388.16,8150.79,8.3389,0.03,393,2388,100.0,39.17,23.5279,0.7571428571428571
213,-0.0046,-0.0,100.0,518.67,642.21,1589.34,1407.4,14.62,21.58,558.29,2388.14,9073.62,1.3,47.39,526.55,2388.09,8142.37,8.3485,0.03,392,2388,100.0,39.18,23.5946,0.7607142857142857
214,0.0029,0.0002,100.0,518.67,642.06,1589.66,1415.0,14.62,21.58,558.96,2388.12,9072.97,1.3,47.48,526.31,2388.16,8156.11,8.3569,0.03,394,2388,100.0,39.21,23.5214,0.7642857142857142
215,0.0034,-0.0003,100.0,518.67,641.89,1587.63,1407.15,14.62,21.59,559.7,2388.16,9079.32,1.31,47.44,526.72,2388.24,8156.38,8.3398,0.03,391,2388,100.0,39.33,23.4962,0.7678571428571429
216,-0.0002,-0.0002,100.0,518.67,642.31,1591.56,1395.2,14.62,21.59,559.31,2388.12,9080.06,1.31,47.36,526.81,2388.19,8153.47,8.3306,0.03,392,2388,100.0,39.2,23.6271,0.7714285714285715
217,0.002,0.0004,100.0,518.67,642.08,1601.72,1400.46,14.62,21.58,559.32,2388.19,9073.33,1.31,47.48,526.55,2388.2,8154.41,8.3291,0.03,393,2388,100.0,39.22,23.5963,0.775
218,-0.0025,0.0003,100.0,518.67,641.95,1587.03,1400.21,14.62,21.58,559.18,2388.14,9070.5,1.3,47.56,527.01,2388.18,8152.26,8.3354,0.03,393,2388,100.0,39.49,23.4353,0.7785714285714286
219,0.0024,0.0004,100.0,518.67,642.84,1592.74,1410.24,14.62,21.59,558.78,2388.25,9072.94,1.3,47.41,526.8,2388.16,8151.12,8.3405,0.03,392,2388,100.0,39.33,23.5108,0.7821428571428571
220,0.001,0.0005,100.0,518.67,641.97,1591.31,1410.4,14.62,21.59,559.96,2388.13,9082.35,1.31,47.44,527.83,2388.17,8151.04,8.3112,0.03,392,2388,100.0,39.34,23.6415,0.7857142857142857
221,-0.005,-0.0001,100.0,518.67,642.27,1585.33,1400.58,14.62,21.59,560.21,2388.23,9078.03,1.31,47.65,528.1,2388.19,8157.02,8.3432,0.03,394,2388,100.0,39.35,23.4332,0.7892857142857143
222,0.0013,-0.0003,100.0,518.67,642.39,1589.91,1413.1,14.62,21.58,559.16,2388.15,9079.84,1.31,47.39,527.16,2388.16,8158.13,8.3206,0.03,392,2388,100.0,39.05,23.4896,0.7928571428571428
223,0.002,0.0002,100.0,518.67,642.62,1590.16,1405.09,14.62,21.59,559.53,2388.22,9079.14,1.31,47.56,527.13,2388.23,8155.55,8.299,0.03,393,2388,100.0,39.28,23.6047,0.7964285714285714
224,0.0012,0.0,100.0,518.67,642.23,1588.5,1407.6,14.62,21.58,559.59,2388.18,9081.51,1.31,47.48,526.8,2388.18,8155.97,8.3091,0.03,391,2388,100.0,39.43,23.6109,0.8
225,0.0028,0.0001,100.0,518.67,642.81,1591.83,1406.83,14.62,21.59,560.39,2388.18,9071.16,1.31,47.41,528.22,2388.23,8158.26,8.2944,0.03,394,2388,100.0,39.38,23.5804,0.8035714285714286
226,-0.0001,-0.0003,100.0,518.67,641.96,1589.24,1409.04,14.62,21.59,559.59,2388.18,9082.1,1.31,47.53,527.57,2388.16,8156.58,8.3446,0.03,391,2388,100.0,39.33,23.5122,0.8071428571428572
227,0.002,0.0002,100.0,518.67,642.65,1594.52,1407.49,14.62,21.58,559.33,2388.18,9075.51,1.31,47.52,527.08,2388.17,8156.6,8.2918,0.03,391,2388,100.0,39.26,23.6112,0.8107142857142857
228,-0.0023,-0.0002,100.0,518.67,642.96,1591.99,1411.07,14.62,21.58,559.92,2388.17,9074.11,1.31,47.46,527.46,2388.21,8156.2,8.3405,0.03,393,2388,100.0,39.2,23.4644,0.8142857142857143
229,-0.0036,0.0001,100.0,518.67,643.0,1585.49,1402.41,14.62,21.59,560.63,2388.23,9086.71,1.31,47.5,528.55,2388.19,8157.75,8.2848,0.03,395,2388,100.0,39.3,23.6354,0.8178571428571428
230,-0.0019,-0.0001,100.0,518.67,642.94,1590.18,1407.64,14.62,21.59,560.13,2388.22,9089.26,1.31,47.44,528.12,2388.22,8159.37,8.3273,0.03,395,2388,100.0,39.22,23.599,0.8214285714285714
231,-0.0011,-0.0001,100.0,518.67,642.8,1585.23,1406.97,14.62,21.58,560.63,2388.16,9077.9,1.31,47.45,527.87,2388.13,8155.46,8.3259,0.03,394,2388,100.0,39.15,23.6119,0.825
232,-0.0025,0.0002,100.0,518.67,642.58,1591.63,1401.62,14.62,21.58,560.92,2388.16,9087.17,1.31,47.62,528.47,2388.21,8159.02,8.2995,0.03,395,2388,100.0,39.15,23.6439,0.8285714285714286
233,-0.0005,0.0003,100.0,518.67,642.6,1592.15,1407.4,14.62,21.59,560.65,2388.25,9083.61,1.31,47.63,528.62,2388.19,8160.45,8.2846,0.03,395,2388,100.0,39.28,23.6377,0.8321428571428572
234,0.005,0.0003,100.0,518.67,642.98,1592.4,1405.8,14.62,21.58,560.3,2388.2,9082.55,1.31,47.38,528.39,2388.2,8160.87,8.3199,0.03,394,2388,100.0,39.13,23.575,0.8357142857142857
235,0.0003,0.0004,100.0,518.67,642.89,1598.56,1410.51,14.62,21.59,560.73,2388.23,9081.42,1.31,47.46,528.93,2388.24,8161.43,8.3171,0.03,394,2388,100.0,39.33,23.6382,0.8392857142857143
236,0.0019,0.0004,100.0,518.67,642.33,1590.36,1414.81,14.62,21.58,560.84,2388.19,9091.83,1.31,47.77,528.27,2388.22,8158.99,8.2961,0.03,393,2388,100.0,39.18,23.5657,0.8428571428571429
237,-0.0017,0.0004,100.0,518.67,643.05,1592.43,1406.37,14.62,21.58,560.85,2388.23,9086.82,1.31,47.71,528.08,2388.23,8160.42,8.299,0.03,394,2388,100.0,39.34,23.5626,0.8464285714285714
238,-0.0019,-0.0003,100.0,518.67,642.65,1588.37,1408.14,14.62,21.59,561.71,2388.2,9081.99,1.31,47.68,528.88,2388.21,8165.87,8.2853,0.03,394,2388,100.0,39.39,23.5582,0.85
239,0.0004,-0.0002,100.0,518.67,642.9,1588.07,1405.54,14.62,21.58,560.98,2388.26,9090.05,1.31,47.67,529.13,2388.22,8156.63,8.3278,0.03,393,2388,100.0,39.24,23.5193,0.8535714285714285
240,0.0024,0.0003,100.0,518.67,642.81,1590.79,1410.85,14.62,21.59,561.34,2388.28,9089.5,1.31,47.62,529.36,2388.23,8168.89,8.2751,0.03,392,2388,100.0,39.34,23.6422,0.8571428571428571
241,0.0021,0.0004,100.0,518.67,642.65,1597.09,1410.18,14.62,21.59,561.96,2388.22,9088.44,1.31,47.83,529.76,2388.22,8156.3,8.3027,0.03,393,2388,100.0,39.31,23.6494,0.8607142857142858
242,-0.0022,0.0003,100.0,518.67,642.46,1589.93,1413.92,14.62,21.59,561.75,2388.23,9085.94,1.31,47.77,529.0,2388.16,8163.67,8.3062,0.03,394,2388,100.0,39.31,23.729,0.8642857142857143
243,-0.0014,0.0005,100.0,518.67,642.78,1591.68,1415.12,14.62,21.58,560.73,2388.26,9082.89,1.31,47.74,528.92,2388.28,8164.71,8.2769,0.03,393,2388,100.0,39.29,23.5702,0.8678571428571429
